num_distr,mouse.time,mouse.clicked_name,,RT,,,,,,,,,,,
5,[1.1015431660052855],['target'],1.1015431660052855,1.101543166,,,,,,,,,,,
5,[1.2257431249890942],['target'],1.2257431249890942,1.225743125,,,,,,,,,,,
5,[1.0356454169959761],['target'],1.0356454169959761,1.035645417,,,,,,,,,,,
5,[1.2704740839835722],['target'],1.2704740839835722,1.270474084,,,,,,,,,,,
5,[0.9587354579998646],['target'],0.9587354579998646,0.958735458,,,,,,,,,,,
5,[1.1706340000091586],['target'],1.1706340000091586,1.170634,,,,,,,,,,,
5,[1.2261756660009269],['target'],1.2261756660009269,1.226175666,,Average of set size of 5,1.500060757,,,,,,,,
5,[1.0037328340113163],['target'],1.0037328340113163,1.003732834,,Average of set size of 10,1.64064605,,,,,,,,
5,[1.1183726669987664],['target'],1.1183726669987664,1.118372667,,Total Average,1.118372667,,,,,,,,
5,[1.2540394169918727],['target'],1.2540394169918727,1.254039417,,,,,,,,,,,
5,[0.9854194170038681],['target'],0.9854194170038681,0.985419417,,,,,,,,,,,
5,[1.5022488750109915],['target'],1.5022488750109915,1.502248875,,,Set size of 5,Set size of 10,Total Average,Slope Size (y2-y1)/(x2-x1),,,,,
5,[1.5876915830012877],['target'],1.5876915830012877,1.587691583,,Average 1,1.27935589,1.335426981,1.307391436,0.011214218,,,,,
5,[1.3181239580153488],['target'],1.3181239580153488,1.318123958,,Average 2,1.562882094,2.024319333,1.775143224,0.092287448,,,,,
5,[1.7211173750110902],['target'],1.7211173750110902,1.721117375,,Average 3,1.557029523,1.55984131,1.558618182,0.000562357,,,,,
5,[1.2705935830017552],['target'],1.2705935830017552,1.270593583,,Average 4,1.47837813,1.486903409,1.482796992,0.001705056,,,,,
5,[1.2930921659863088],['target'],1.2930921659863088,1.293092166,,Average 5,1.631096564,1.816681569,1.7891429,0.037117001,,,,,
5,[1.3040970420115627],['target'],1.3040970420115627,1.304097042,,Total Average,1.500060757,1.64064605,1.118372667,0.028117059,,,,,
5,[1.2595327919989359],['target'],1.2595327919989359,1.259532792,,,,,,,,,,,
5,[1.2358019170060288],['target'],1.2358019170060288,1.235801917,,,,,,,,,,,
5,[1.2014902500086464],['target'],1.2014902500086464,1.20149025,,,,,,,,,,,
5,[1.1043268330104183],['target'],1.1043268330104183,1.104326833,,,,,,,,,,,
5,[1.3849940410000272],['target'],1.3849940410000272,1.384994041,,,,,,,,,,,
5,[1.5094747499970254],['target'],1.5094747499970254,1.50947475,,,,,,,,,,,
5,[1.3042694169853348],['target'],1.3042694169853348,1.304269417,,,,,,,,,,,
